"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOBP_REGULATION_OF_CELL_DEVELOPMENT",0.00444723182036286,0.16410285417139,0.407017918923954,-0.266051083491295,-1.43942283783585,282,"Aurka;Dock7;Irf4;Clec7a;Rflnb;Rab7b;Cd83;Socs5;Lrrk2;Cx3cr1;Axl;Serpinf1;Ctnnbip1;Plxnd1;Pak1;Shtn1;Lgals3;Fgl2;Id2;Fancd2;Tmem176b;Meaf6;Fcgr2b;Mafb;Zbtb46;Acvr2a;Myc;Clec4g;Cdkl5;Brpf3;Anxa1;Ccr2;Ski;Ankrd54;Cebpa;Pglyrp1;Traf6;Slamf8;Tmem176a;Prkdc;Vegfc;Ubash3b;Opa1;Med1;Ltf;Tob2;Clptm1;Zfp36;Stat5b;Spi1;Rufy3;Slc4a2;Jak3;Il18;Fbxw8;Tnfrsf1b"
"GOBP_REGULATION_OF_CELL_DIFFERENTIATION",0.000450482381522964,0.0664911995127894,0.49849310876659,-0.263853895896207,-1.51441021421708,466,"Ankle1;Aurka;Noct;Dock7;Irf4;Gcnt2;Clec7a;Ankrd26;Rflnb;Nr6a1;Rab7b;Cd83;Socs5;Lrrk2;Cx3cr1;Axl;Dkkl1;Abcg1;Serpinf1;Acvrl1;Ctnnbip1;Plxnd1;Tnfrsf21;Mafg;Pak1;Shtn1;Lgals3;Cdk1;Fgl2;Xdh;Riox1;Id2;Fancd2;Pparg;Olfm1;Tmem176b;Meaf6;Lrp5;Fcgr2b;Mafb;Zbtb46;Klf7;Acvr1;Acvr2a;Myc;Clec4g;Cdkl5;Camk1;Brpf3;Cyb5d2;Eif2ak4;Anxa1;Ccr2;Ski;Ankrd54;Cebpa;Pglyrp1;Mbnl3;Pramel12;Traf6;Slamf8;Tcf3;Tmem176a;Prkdc;Mcub;Vegfc;Ubash3b;Opa1;Med1;Ltf;Tob2;Clptm1;Zfp36;Hdac7;Stat5b;Spi1;Eif4e;Atp11a;Rufy3;Slc4a2;Jak3;Trps1;Il18;Notch3;Ppard;Fbxw8;Prkaca;Tnfrsf1b;H2-Eb1;Ctdp1;Hltf;Hoxa9;Hmgb2;Carm1;Flcn;Taf8;Rab37;Abca5;Anapc2;Creb1;Men1;Ptpn11;Tfe3;Arid2;Clcf1;Itch;Foxo1;Limk1;Arnt;Rps6ka3;Asxl1;Smad5;Piezo1;Hsf1;Ptpn2;Por;Rb1;H4c4;Fbxo5;App;Prkch;Ptk2b;Tmem131l;Tmsb4x;Mta3;Ahi1;Ripk2;Rbpj;Runx2;Rara;Lbh;Prmt3;Ctnna1;Slc6a6;Psen1;Shoc2;Prickle1"
"GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION",0.00469759076637077,0.166057441726855,0.407017918923954,-0.465434560442883,-1.79009512502289,37,"Noct;Ankrd26;Dkkl1;Id2;Pparg;Lrp5;Cebpa;Zfp36;Ppard;Carm1;Flcn;Taf8;Creb1;Tfe3;Foxo1;Asxl1"
"GOBP_REGULATION_OF_HEMOPOIESIS",0.0106262296792317,0.234094253829045,0.380730400722792,-0.286512020433642,-1.47138027166791,176,"Irf4;Rab7b;Cd83;Socs5;Axl;Ctnnbip1;Lgals3;Fgl2;Id2;Fancd2;Tmem176b;Meaf6;Fcgr2b;Mafb;Zbtb46;Acvr2a;Myc;Clec4g;Brpf3;Anxa1;Ccr2;Ankrd54;Cebpa;Pglyrp1;Traf6;Slamf8;Tmem176a;Prkdc;Ubash3b;Opa1;Med1;Ltf;Tob2;Clptm1;Zfp36;Stat5b;Spi1;Slc4a2;Jak3"
"GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",0.00706136596252452,0.184470374525419,0.407017918923954,-0.312045855205452,-1.55882125865991,147,"Havcr2;Irf4;Clec7a;Nod1;Socs5;Acp5;Cx3cr1;Axl;Cd81;Lgals3;Fgl2;Il13ra1;Fcgr2b;Hmces;Clec4g;Anxa1;Shld1;Ccr2;S100a9;Angpt1;Pglyrp1;Traf6;Rasgrp4;Slamf8;Opa1;Cadm1;Clnk;C3;Stat5b;Spi1;Stat6;Jak3;Il18;Tnfrsf1b;Pms2;H2-Eb1"
"GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION",0.00591370258817466,0.175988341094359,0.407017918923954,-0.310202479241733,-1.5270366851391,136,"Irf4;Cd83;Socs5;Axl;Ctnnbip1;Lgals3;Fgl2;Id2;Fancd2;Tmem176b;Fcgr2b;Mafb;Zbtb46;Myc;Clec4g;Anxa1;Ccr2;Pglyrp1;Traf6;Slamf8;Tmem176a;Prkdc;Ubash3b;Opa1;Ltf;Tob2;Clptm1;Stat5b;Spi1;Slc4a2;Jak3;Il18"
"GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION",0.00333674318459441,0.144170550852691,0.431707695803346,-0.297983620468445,-1.55282996810557,195,"Bank1;Ptpn22;Havcr2;Irf4;Clec7a;Cd83;Socs5;Axl;Sirpb1a;Cd81;Tnfrsf21;H2-Ob;Lgals3;Fgl2;Id2;Fancd2;Fcgr2b;Hmces;Clec4g;Btla;Anxa1;Shld1;Ccr2;Aif1;Pglyrp1;Traf6;Slamf8;Tcf3;Prkdc;Opa1;Clnk;Dnaja3;Clptm1;Stat5b;Spi1;Stat6;Slc4a2;Jak3;Lst1;Il18;Tnfrsf1b;Sh3kbp1;Pms2;Bid;H2-Eb1;Ctsg;Tyk2;Ptpn11;Arid2;Clcf1;Itch"
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION",0.00336984011139419,0.144170550852691,0.431707695803346,-0.624567286207906,-1.87902695983275,14,"Ptpn22;Havcr2;Axl;Pglyrp1;Clnk;Stat5b;Il18;Tyk2"
"GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",0.0063543590857288,0.175988341094359,0.407017918923954,-0.432136896712694,-1.68641082724605,40,"Noct;Ctnnbip1;Riox1;Id2;Pparg;Lrp5;Acvr1;Acvr2a;Ski;Cebpa;Vegfc;Ltf;Hdac7;Prkaca;Men1;Smad5;Fbxo5;Runx2;Prmt3"
"GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0.00323769568312654,0.142651905322232,0.431707695803346,0.504593222634004,1.88017587913957,24,"Isg15;Oas1a;Usp18;Irf7;Cnot7;Nlrc5;Mettl3;Zbp1;Smim30;Trim56;Stat2;Adar"
"GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.00790646471111395,0.197795625654308,0.380730400722792,-0.644260932626893,-1.74286286259018,10,"Havcr2;Socs5;Anxa1;Ccr2;Jak3;Il18"
"GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION",0.00237992935440552,0.132630604990265,0.431707695803346,0.446644128865137,1.88076389689642,37,"Oasl1;Isg15;Rsad2;Oas1a;Ifih1;Tarbp2;Cnot7;Eif2ak2;Ppie;Mx2;Vapb;Rad23a"
"GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE",0.00111673526060746,0.0972689079568814,0.45505986738723,0.386001581603244,1.79628410567047,55,"Oasl1;Isg15;Rsad2;Oas1a;Ifih1;Vps37b;Cd4;Lgals9;Tarbp2;Cnot7;Eif2ak2;Ppie;Mx2;Vapb;Rad23a"
"GOBP_REGULATION_OF_VIRAL_PROCESS",0.00182121823040545,0.119577113058151,0.45505986738723,0.366052817561666,1.7695741339214,67,"Oasl1;Isg15;Rsad2;Oas1a;Ifih1;Vps37b;Cd4;Lgals9;Tarbp2;Cnot7;Eif2ak2;Ppie;Stat1;Trim14;Mx2;Vapb;Dhx9;Rad23a"
